Movie Title,Review-Title,Review-Description
Touch of Evil (1958),"It's not Orson Welles' best work, and there are some problems and wrong choices, but it's still a worthwhile film.","One crime and two totally different men: this sentence almost sums up the entire film. Director Orson Welles is one of those monsters that we are used to having like a ""sacred cow"", who turns everything he touches into gold. And really, he is responsible for great films and was an excellent artist, who understood cinema like few others did. However, in this film, his work was absolutely trampled on by stupid studio managers, and the result of this is that it was only very recently that it was possible to have access to a version of this film that was similar to what its director's creative vision was. . Just similar! And what we have here is an incredibly complex film that we cannot summarize as easily as I did: the initial crime is just the incident that triggers the action, and its relevance, we found, is really insignificant. What counts here is the struggle of personalities, the battle between the conflicting egos of two police officers who decide to solve the case, each in their own way. In fact, it is not the most appealing film that the director's career has given us, but it is still valuable for that reason. And to understand Welles' vision, it's not enough to see the film once. We have to understand nuances that go unnoticed by an inattentive eye. It's an exercise for cinema experts, more than for me, who am part of the common popcorn-eating public, but even I saw that the work before me deserved to be seen in detail. The film that has come down to us allows us to see the brilliance of Welles, who was also responsible for the dialogues and the script created, full of twists and turns that can complicate things a little for us if we are not paying attention, and, but it also gives us good actors in a decent dramatic exercise. Charlton Heston is a safe bet, but it's also a big casting mistake: he's too Anglo-Saxon to be credible as a Latino! Welles brought the other main character to life, and is effective and dominant in the role. To a certain extent, he never seems like a police officer, but just another criminal in a land where those in charge are those who impose themselves through violence. Even so, I noticed that he is a physically worn-out man, and this fragility ruins the effect he intends to achieve. Technically, the film has many qualities, starting with the cinematography, which in Welles' films is almost always one of the director's signatures. In addition to the use of intelligent visual effects, the director dedicated himself to the camera work and the choice of each perspective, each framing, and also in the editing, which was ruined by the studio's intervention. The filming locations and sets are realistic and convince us quite well, and the soundtrack is effective."
Touch of Evil (1958),Masterstroke of Cinematic Artistry,"Orson Welles' ""Touch of Evil"" is a quintessential film noir, an audacious fusion of style and substance that underscores the director's mastery over the medium. Released in 1958, it's a compelling exploration of the blurry lines between good and evil, carried by an all-star cast and an abundance of stylistic flair. The plot revolves around a border-town murder mystery, with Charlton Heston portraying the honest Mexican narcotics officer, Mike Vargas, and Welles himself as the corrupt American police captain, Hank Quinlan. The stark contrast between these two characters lays the foundation for a captivating narrative that traverses a morally ambiguous landscape. Heston and Welles deliver powerful performances, each embodying their character's attributes with convincing authenticity. Janet Leigh, as Vargas' newlywed wife, is also noteworthy, adding a touch of vulnerability to the plot's tension-charged atmosphere. Welles' directorial genius shines throughout the film, exemplified in the famous opening shot: a single, unbroken three-minute take that is as suspenseful as it is technically impressive. His innovative use of camera angles, shadow, and sound creates an atmospheric setting that truly brings the narrative to life. ""Touch of Evil"" boasts striking cinematography, marked by deep shadows, skewed angles, and stark contrasts that capture the essence of film noir. The eclectic score, ranging from lively mariachi music to hauntingly eerie compositions, complements the visual storytelling effectively. However, the real triumph of ""Touch of Evil"" lies in its ability to provoke thought. It doesn't merely serve as a gripping mystery; it offers a profound exploration of the human condition, illustrating how the road to hell can often be paved with good intentions. That said, the film is not without its share of potential drawbacks. Some viewers might find its complex narrative structure and moral ambiguity challenging to follow. Additionally, the decision to cast Heston as a Mexican officer, while a testament to his acting prowess, may seem questionable from today's perspective. Yet, despite these potential criticisms, ""Touch of Evil"" remains an undeniable masterpiece in the realm of film noir. Its ability to blend a riveting plot with masterful cinematography, exceptional performances, and thought-provoking themes leaves a lasting impression. In conclusion, ""Touch of Evil"" is a tour de force of cinematic artistry that transcends its genre. It is a movie that makes you think, feel, and appreciate the depth of human complexity, all while immersing you in a world of suspense and intrigue. Whether you're a fan of film noir or simply a lover of fine cinema, ""Touch of Evil"" is a must-watch that continues to resonate with audiences to this day."
Touch of Evil (1958),A great detective but a lousy cop.,"When Universal hired Orson Welles to appear in TOUCH OF EVIL, he had long been considered a Hollywood outcast due to his rebellious nature and disdain for the front office. In addition to acting, he also ended up being hired to write and direct TOUCH OF EVIL thanks to the insistence of star Charlton Heston, who was recently basking in the success of THE TEN COMMANDMENTS and therefore had enough clout to chose whoever he wanted for a director. Ever since appearing in THE THIRD MAN, Welles remained in Europe to continue his filmmaking away from Tinseltown's radar, fed up with executives re-editing his finished product against his wishes. Contrary to legend, it wasn't TOUCH OF EVIL that brought Welles back to America. He'd already returned to New York in the mid Fifties to act on television and radio before getting the call from Universal. Welles wanted Janet Leigh to play Heston's wife and sent her a telegram thanking her for accepting.....before her agent had a chance to contact her!!! Welles also pulled off some casting coups that Universal execs didn't see coming. He convinced old friend Marlene Dietrich to appear as a Gypsy madam under near-heavy disguise and, during an advanced screening, the higher-ups were flabbergasted to see Frau Dietrich up there. They had no idea she was in the cast. Welles also persuaded former members of his old Mercury Theatre ~and CITIZEN KANE co-stars~ Joseph Cotten and Ray Collins to join. (Cotten's was an uncredited cameo.) However, Welles must have been overcome with a sense of déjà vu during postproduction because, once again, he butted heads with the front office. Unhappy with his final cut, Universal proceeded to edit TOUCH OF EVIL against his wishes. Upon learning what was afoot, an impassioned Welles wrote a memo containing almost sixty pages of suggested revisions, all of which fell on deaf ears. When the film was finally released, it was written off as a B-movie with an A-list pedigree. More than forty years later, Universal had the opportunity to right that wrong when Welles' memo was unearthed, containing all his suggestions for improvement. Using that memo as a guideline, famed editor Walter Murch was brought in to revise TOUCH OF EVIL according to Welles' wishes. The result was a masterpiece restored. The first five minutes of TOUCH OF EVIL is a glorious, unbroken tracking shot beginning on the Mexican side of the border town Los Robles, in which a mysterious figure plants a time bomb in the trunk of a car. Getting into the car is a prominent American citizen accompanied by some lady of the evening, where they drive up the street to the customs station. Walking alongside them is Miguel ""Mike"" Vargas (played by the Caucasian Heston in a bit of casting that would raise eyebrows today), a vacationing Mexican narc enjoying his a honeymoon with American wife Susie (Leigh). The famous tracking shot ends with a deafening explosion as the car detonates, killing both occupants. Heading the investigation is Chief Hank Quinlan (Welles), a grotesquely obese man whose mumbling makes Marlon Brando enunciate like Laurence Olivier. Quinlan is renowned among the community and beyond for his intuitive spot-on hunches, to which he attributes a gimpy leg from an old bullet injury. (In DOUBLE INDEMNITY, Edward G Robinson's sixth sense was brought on by indigestion). A recovering alcoholic, Quinlan is admired by superiors and underlings alike for never having taken a dishonest dollar in his life. His poultry ranch seems to be the only thing keeping him from a vow of poverty. With attributes such as these, it would be tempting to vote Quinlan as lawman of the year..... except that he's an unapologetic racist! He's lived in a border town for probably most of his life, and has performed his duty on both sides, but has never bothered to learn or speak Spanish. He treats white suspects and witnesses with the appropriate decorum, but less so with their non-white counterparts. Vargas himself has a stellar professional reputation on both sides as an oficial de narcóticos. Recently, he gained fame and respect for his arrest of a big time Mexican gangster named Vince Grandi, whose brother Joe fancies himself the unofficial godfather of Los Robles. Being a younger and Hispanic detective, plus being married to a white woman, Vargas unwittingly taps into the darkest recesses of Quinlan's psyche, since it's obvious the lawman is not the staunchest advocate for miscegenation. However, it's the policing methods that really set the two men apart from one another. Vargas is a by-the-book cop who believes in due process, while Quinlan is not above using some....uh, primitive persuasion to obtain a confession. These differences will come to a head when Quinlan arrests the Mexican boyfriend of the dead man's daughter following the alleged discovery of two incriminating sticks of dynamite in the suspect's bathroom. Vargas doesn't see it so open and shut because he was just washing his hands in the bathroom prior to the search and never saw the evidence where Quinlan claimed it was! Vargas openly accuses him of framing the Hispanic, and vows to formally raise the matter with the proper authorities. The stage is now set for the inevitable collision course as Quinlan, desperate to clear his name and slander Mike Vargas, forms an unholy alliance with Joe Grandi, who has his own reasons for wanting to discredit Vargas. Because the narco cannot be intimidated, Grandi believes that the best way to control Vargas is by involving Susie into their deadly cat and mouse game. I've seen lots of black & white films noir that visually convey the danger element for every drop that can be squeezed. THE MALTESE FALCON, DOUBLE INDEMNITY, THE KILLERS, and THE BIG SLEEP, all moody crime tales set within the asphalt jungle, are among the greatest of the genre. TOUCH OF EVIL, taking place taking place in arid and rural surroundings, tops them all pictorially with its vivid illustrations of sheer decadence. Off the top of my head, an example of overwhelming atmosphere is a foreground of newspapers blowing across a windy street complemented by a background of endlessly pumping oil derricks. Oh, and Henry Mancini's offbeat Latino rock score contribute enormously to the sinful climate. Welles' camera is more than just a camera; it's a window into the seedy soul of human nature: the brothels, the nearly topless bars, and hints of reefer madness. Welles pushed that envelope as far as he could in 1958. Like IN THE HEAT OF THE NIGHT a decade later, the murder investigation almost takes a back seat to the personality conflicts of its two leads who are different morally as they are racially. Heston's later-in-life right-wing politics didn't produce an admirer in me, but complaints about his being cast as a Hispanic, pre-civil rights, should be answered with a resounding shout down. Yes, a Caucasian taking on a role like that would be politically incorrect today, but TOUCH OF EVIL was made in a far different era, a time before Martin Luther King and Cesar Chavez became household names. Besides, any rational mind could see this casting wasn't anywhere on the same level as D. W. Griffith's notoriously racist BIRTH OF A NATION. In Welles' lifetime even his enemies had to grudgingly admit he was a genius. Posthumously, as his films are routinely analyzed and re-analyzed, he's now regarded as one of the greatest and most misunderstood artists of the 20th century. For film noir lovers, their libraries will never be complete without TOUCH OF EVIL. 🔚"
Touch of Evil (1958),Touch of Evil,"We start with a man putting a bomb in a car on the Mexican side of the border. When it explodes on the American side flattening the occupants, the local ""Capt. Quinlan"" (Orson Welles) decides to make a bit of a cursory investigation - in cahoots with his opposite number ""Vargas"" (Charlton Heston). Whilst they are out doing their sleuthing, ""Susan Vargas"" (Janet Leigh) is lured to a meeting with ""Uncle Joe"" (Akim Tamiroff) where it becomes clear that her husband is on the prosecuting side of a family dispute that is putting everyone in danger - something her husband finds out shortly afterwards when he narrowly avoids an acid facial. Now ""Quinlan"" and his sidekick ""Menzies"" (Joseph Calleia) have a rather unique way of working - the former intimidates just with his presence and has the District Attorney in his pocket, but as this investigation starts to spread out the original crime pails into insignificance as ""Susan"" finds herself trapped in an out of town motel and the potential victim of a ghastly drug crime that brings the threads of the story - and the true criminality to light - fatally. There are five principal characters and the actors do justice to them all - the story moves along darkly offering plenty of interest, the odd red herring and a particularly strong effort from Welles as the increasingly unlikeable policeman. I was slightly dubious about Heston playing a Mexican policeman, but here carries of the role in one of his better screen performances (when he is not wearing leather garments) and Janet Leigh - well, she was always an actor who made it all look effortless. The ending combines the scary with the brutal but will the truth be out? Big screen must for the full potency of the last twenty minutes."
Touch of Evil (1958),"Exquisite, masterful, absolutely essential","Film noir is already a genre that is defined in large part by artistic flourishes in its craftsmanship to reshape and lend flavor to the crime thriller and drama. I don't think it's unfair to say that Orson Welles' vision for this feature takes that tendency to another level. From the very opening shot those minutiae that audiences often take for granted all build tension and suspense, and contribute strongly to the storytelling, as much as Welles' own adapted screenplay. Walter Murch's painstaking, somewhat unorthodox editing (in the 1998 restoration, accordingly following Welles' notes) is a wondrous gift; Russell Metty's truly exquisite, sharp, dynamic cinematography quite makes this worth watching all by itself; the precise use of light and shadow has rarely felt more alive in a film; Welles' meticulous fundamental orchestration of shots and scenes is some of the most gratifyingly robust direction to readily come to mind. From the very start, in even the most basic of ways, 'Touch of evil' is an extraordinary, captivating picture that demands viewer engagement as much for the intricacy of its construction and plot, and the excellence thereof, as for the swiftness of the pacing. For those very same reasons this is marginally challenging, but all the more terrific for the fact of it. This has a very high reputation, and it's fully deserved; frankly, this is surely one of the greatest of all film noir titles, if not altogether one of the best movies ever made. There are times when the marvel of the work behind the scenes, including production design and filming locations, threatens to overshadow other elements to some degree. And that's saying a lot, because the acting is strikingly potent. From one scene to the next a different actor may stand out most, but across the board everyone gives a smart, rather intense performance that holds fast our attention. Given the most time on-screen naturally Janet Leigh, Charlton Heston, and Welles stand out most, with stark poise and force of personality, and particularly noteworthy nuance and range in Leigh's case. Yet even those in smaller supporting parts all distinctly stand out in their own ways, lending tremendously to the raw tenor of the tableau, including Joseph Calleia, Ray Collins, Marlene Dietrich, Dennis Weaver, and more. And yet, for as great as the acting is, and for as exceptional as the craftsmanship is, still the writing is possibly more darkly vibrant and ferocious. Noir commonly goes to grim forbidding places with a harsh miasma of foul figures, dirty deeds, and bad business, spiraling ever outwards and downwards. It hardly seems plausible, but 'Touch of evil' becomes more terrible yet - if not outright bleak - in a tale of utmost corruption, abuse of power, and lack of accountability. Every facet of the screenplay bristles with biting electricity that keeps us firmly locked in through every seedy turn, to the point that for as much as Welles earned his esteem as both an actor and a director, his shrewd wit as a writer may actually have been greater yet. Furthermore, it seems impossible to talk about this picture without also mentioning the original music of Henry Mancini. Every theme to greet our ears resounds with vivid clarity that feeds stupendously into the gnawing, clamorous airs otherwise achieved. A score is always important to any movie, even when it sticks to the background, but some immediately pop out more than others. Though no singular instance may stick out from Mancini's work here, let there be no doubt that Welles' masterpiece surely couldn't be the incredible tour de force that it is without these compositions. And that's kind of the real takeaway here: nothing in 'Touch of evil' is superfluous, and there is no part without which it could be complete, because this is a perfect creation. It's immensely absorbing, entertaining, and satisfying as a viewer despite and because of its gloomy narrative, its riveting acting, its rich music, and the fastidious, careful, fabulously attentive contributions of every last person operating behind the scenes. I could easily imagine the feature being broken down frame by frame for analysis of its composition, and to do so would be a worthy pursuit for the supreme mindfulness with which the production was approached. By all means, I assumed I would enjoy this based on what I knew of it ahead of time, and still I'm totally blown away; it cannot be overstated how utterly superb this title is. Given the dour subject matter and story I can maybe understand how it won't readily appeal to all comers, but some movies supersede questions of personal preference. In all honesty 'Touch of evil' is something that everyone owes it to themselves to watch at least once, and I can't offer any recommendation higher than that."
Touch of Evil (1958),A Touch Well Done Actually!,"Touch Of Evil (1958) - This was the best performance I have ever seen from Orson Welles. Up until this point I had been very disappointed with 'Citizen Kane' (1941), 'The Lady From Shanghai' (1947), 'The Magnificent Ambersons' (1942) and 'The Third Man' (1949) and as such I could not for the life of me understand why he was so well regarded by the film industry and critics. For instance, all of those films mentioned were featured on Stephen Schneider's Top 1001 films list. Perhaps if the reverence for Mr. Welles was based on just this film and others that he might have done with a similarly fantastic performance I would understand, because Orson WAS very good in this one and really he lead the whole film for me. These are all things that I never thought that I would hear myself saying about the man, having not just disliked his other roles and films, but found them to be awful. Needless to say that I was a little bit surprised, but happily so. However, another actor that I have never been fond of, Charlton Heston, didn't improve my opinions of his abilities with his performance in this film, because he was as wooden as ever and didn't come across as Mexican in any way at all. It might have been better if he had at least had an accent, because it was harder to believe the dispute between them based on his ethnic background and thus the whole racial issue was much less clear due to it. I did think that Marlene Dietrich in her role of Tanya needed a bigger part though. I liked her character and thought that there was more to discover about her, almost as if she might be the focus of the next episode, if it had been a TV series and they were trying to spread out some of the mystery. And I did have to feel for poor Janet Leigh who never seems to have had a good time of it at roadside motels. The filming style was as if the Director didn't want to have the same shot for more than a few seconds at a time and was somewhat like a game of tennis to watch, backwards and forwards all the time from face to face, car to building, Etc. I got whiplash at some points. And there were some other odd touches that didn't seem to be necessary to the plot, but I supposed added colour. Their was a weird bit with a wig and then a blind woman in a shop and also a very small lift. I wasn't sure why they put them in. Maybe they were just trying to distract the audience from the rest of the mystery with extraneous information, but it just stuck out to me. I did feel that because the film appeared to be quite rushed that there were bits that weren't given their full time to sink in for the viewer, so there were points where I wasn't sure if I'd missed something, as other things progressed. As soon as one thing was revealed, another thing was uncovered and I was still thinking about the first thing, if you catch my drift. It was also quite brutal for it's time, the violence seemed more than the usual for a 1958 film and it was added to by the music, which was a bit loud and overwhelming. I supposed that was the point, because it made me anxious, corrupt police films always rile me up anyway. Where are the 'Serpico's' (1973) when you need them? Charlie tried to deliver something similar, but just couldn't pull it off. I was hugely impressed by this one, which was far from how I had imagined that it would turn out. I would go so far as to say that I enjoyed it. The mystery and intrigue was engaging, although I did think that a modern version could bring much more to it, without the cuts and restrictions of the studio executives and censorship of the 1950's. I'd like to see that too. 640.15/1000."
Touch of Evil (1958),The opening isn't the most impressive shot,"Everyone talks about the 4 minute single take opening, which was remarkable for the time, but there is an even more impressive cinematic marvel that occurs about 39 minutes into the film. It is the apartment of Sanchez, the shoe clerk, and the shot runs for 5 minutes and 23 seconds without a cut. There are over 20 different camera set-ups within this one scene, smoothly flowing from one to another to another. Supposedly this was the only locale in the film that was a studio set and that helped pull off the coordination of so many elements. Considering how much exposition, character set-up, and drama is on display in this one shot, it's the real gem."
Touch of Evil (1958),A great detective but a lousy cop.,"Orson Welles had long been considered a Hollywood outcast when he was cast in TOUCH OF EVIL. He was also wound up getting hired to write and direct thanks to the insistence of Charlton Heston, who just did THE TEN COMMANDMENTS and had enough clout to choose who he wanted for a director. Ever since THE THIRD MAN, Welles stayed on in European to continue his filmmaking away from Tinseltown's radar, fed up with executives re-editing his finished product against his wishes. Welles actually returned to New York in the mid-Fifties to act on television and radio before getting the call from Universal re: TOUCH OF EVIL. He wanted Janet Leigh to play Heston's wife and sent her a telegram thanking her for accepting.... before her agent had a chance to contact her! Welles pulled off some casting coups that Universal execs didn't see coming. He convinced old friend Marlene Dietrich to appear to appear as a Gypsy madam under near-heavy disguise, and during an advanced screening, the higher-ups were flabbergasted to see Dietrich up there. They had no idea she was in the cast. Welles also persuaded former members of his old Mercury Theatre -and CITIZEN KANE co-stars -Joseph Cotten and Ray Collins to join. (Cotten's was an uncredited cameo). Welles must have felt déjà vu when filming ended because once again he butted heads with Universal. Unhappy with his final cut, they proceeded to edit TOUCH OF EVIL against wishes. Learning what was happening, an impassioned Welles sent a memo containing almost sixty pages of suggested revisions, all of which fell on deaf ears. When the film was released, it was written off as B-movie with an A-list pedigree. More than forty years later, Universal had to opportunity to right that wrong when Welles' memo was unearthed containing his suggestions. Using that memo as a guideline, famed editor Walter Murch was brought in to revise TOUCH OF EVIL's scenes according to Welles' wishes. The result was a masterpiece restored. The first five minutes of TOUCH OF EVIL is a glorious, unbroken tracking shot on the Mexican side of a border town in which a mysterious figure plants a time bomb in the trunk of a car. Getting into the vehicle is a prominent American and a lady of the evening, where they drive up the street to customs officials. Alongside them is Miguel ""Mike"" Vargas -played by the Caucasian Heston in a bit of casting that would raise eyebrows today- a Mexican narc on a honeymoon with his American wife Suzy (Janet Leigh). The tracking shot ends with the sound of an explosion as the car detonates, killing both occupants. Heading the investigation is police chief Hank Quinlan, a grotesquely overweight man whose mumbling makes Marlon Brando enunciate like Laurence Olivier."
Touch of Evil (1958),Not so good,"I was watching a TV program in which film critics were discussing film noir and this was considered the pinnacle of the genre and one critic even said it was the best film. I usually respect their opinions and other film noir were mentioned that I know are very good, so I thought this is a must watch. The opening 3 minutes tracking shot is very clever, but I was always aware of it being a clever tracking shot. The rest of the film was very similar. The acting was secondary and the lines were delivered too deliberately and seemed to be not quite on the beat. And how or why Dennis Weaver's performance was allowed, I will never know! Imagine Eugene from Grease going ashore with Tom Hanks in Saving Private Ryan!! A good idea and in the hands of a better director would have been so much better."
Niagara (1953),How is this a good movie?,"Way to many coincidences. It wasn't clear how Rose was sure George would follow her into the tunnel. Nor was it clear how her lover knew to get in the elevator. Nor how he was able to kidnap George or if he magically confronted him later. Effectively she has to hope George will follow, hope George will not confront her at the caves and not see her not go in elevator. Hope that he will get in the elevator. Then we're left to guess how her lover will magically get George alone without all the other tourist to the caves not seeing their scuffle. Polly and Ray go on a tour of ""the caves"". Magically George just happens to show up there. It makes zero sense. Why would he go there? A place where he'd be likely to be seen by Ray? What did he hope to accomplish. You'd think he'd just run. George kills Rose but she never screams for help. She even tried to call the police. If she was willing to call the police, why wouldn't she scream for help? Magically, Polly and Ray just happen to land their boat at the exact place George is looking for a boat and at the same time frame. On the boat George pushes Polly and she immediately faints? WTF? She also never screams or calls for help before this point. Why didn't George even try to get off the boat? The only good thing about the movie, it really made me want to see Niagara Falls in person."
Niagara (1953),Just go with the Flow...,"There are good reasons why suspicions make you wary, why your blood begins to boil and you're not cheery, as every glance catches the eye, as all the fellas like to spy, because your lady's quite the opposite, of dreary. In addition she's evasive and quite cunning, reticent and secretive and not forthcoming, your lack of trust is justified, as all she does it tell you lies, while she schemes to cause and end that's unbecoming. Who wouldn't be perpetually jealous and suspicious with a screen goddess for a partner, so George Loomis should take some consolation that most mortal men would have given an arm and a leg to have been married to Rose, although they'd have spent most of the time pinching themselves and asking how!"
Niagara (1953),Lack of Malevolence of Antagonist Principals Sink Hitchcock Wannabe Thriller,"The idea behind ""Niagara"" was to create a Hitchcock-like thriller set against the breathtaking backdrop of Niagara Falls. However, Director Henry Hathaway and his team fell short in their execution, failing to deliver the compelling and sinister characters needed to drive the story forward. The narrative revolves around two honeymooners, Polly and Ray Cutler (played by Jean Peters and Max Showalter, respectively), who unwittingly become entangled in a domestic conflict involving George Loomis (Joseph Cotton), an Army veteran suffering from PTSD, and his seductive wife, Rose (Marilyn Monroe). The events unfold at a motor lodge near the Falls, where both couples are staying. Rose, fed up with her volatile husband, conspires with her lover Patrick (Richard Allan) to orchestrate an accident at the Falls that would eliminate George. Unfortunately, the film fails to capitalize on the suspense of the murder, as it is never shown on screen. This absence diminishes the tension and leaves the audience wanting more. Unexpectedly, a major plot twist occurs when Rose faints upon identifying a body at the morgue. Later, we learn that the body is actually Rose's lover, and George is still alive. However, the missed opportunity to film a murder in silhouette, without revealing the twist, further weakens the impact of the narrative. In a Hitchcockian film, George would have been a menacing character pursuing Polly, the only person aware of his survival. However, instead of becoming a true threat, he simply implores her to keep his secret so he can assume a new identity. While he does stalk her, he ultimately saves her from a life-threatening situation at the Falls when a railing gives way. George's decision to strangle Rose appears more driven by emotional instability than true menace, and Monroe fails to convincingly portray a dangerous femme fatale. A personal theory regarding Monroe's performance is that her inherent insecurity prevented her from projecting malevolence, even while playing a role. It should be noted, however, that her performance in ""Niagara"" surpasses her portrayal of a blonde bimbo in ""Gentlemen Prefer Blondes,"" which was released around the same time. As the plot of ""Niagara"" unfolds, there are several suspect narrative issues including the verisimilitude of Showalter's character Ray. When Polly claims to have seen George, Ray dismisses her account, and she fails to pursue the matter further. Even the investigating detective neglects to question Polly when she mentions seeing George. These inconsistencies undermine the credibility of the story and the characters' actions. The climactic scene also falls short. Polly is never truly endangered by George, and her peril only arises after she is accidentally knocked unconscious while still in the boat. The suspense of the boat heading toward the Falls is ruined by the amateurish use of rear projection, failing to create a believable sense of danger for both Polly and George. Director Henry Hathaway had expressed his desire to cast James Mason in the role of George, and it becomes evident that Joseph Cotton's portrayal lacks the necessary intensity and menace. However, Jean Peters shines as the film's true star, convincingly embodying a good person trapped in a perilous situation. ""Niagara"" also suffers from continuity issues. Despite being set on the Canadian side of the border, most scenes featuring Canadian law enforcement were removed by the director and producer, assuming an American audience would struggle to relate to personnel from another country. Nevertheless, the true standout of ""Niagara"" is the magnificent color cinematography showcasing the grandeur of Niagara Falls and its surroundings. The stunning visuals serve as the film's saving grace, evoking awe, and providing a mesmerizing backdrop to an otherwise flawed thriller."
Niagara (1953),Exciting but not perfect,"The advertisements for Niagara ranked seeing Marilyn Monroe's body as highly as Niagara Falls, so if she's your favorite celebrity girlfriend, you've probably seen this movie more times than you can count. If you've only seen a couple of modern biopics about the famous sex symbol, this won't give you the most accurate impression of her screen persona. You might want to rent it after Gentlemen Prefer Blondes or How to Marry a Millionaire. This wasn't her usual role, but I appreciated seeing her in it, because I've read enough biographies to realize she wasn't the innocent victim she wanted to appear to be. In Niagara, she's Joseph Cotten's unhappy and unfaithful wife. Joe does have some mental problems, but when Marilyn cries on people's shoulders to gain sympathy, perhaps she's overplaying her hand. Her latest targets: honeymooners Jean Peters and Max Showalter. They're staying in a nearby bungalow by the falls, and their joyous vacation is dampened by Marilyn and Joe's baggage. Filmed on location, you'll get to see fun scenery like the Maid in the Mist boat tour and the climb up to the falls. Director Henry Hathaway certainly had his hands full, with the slick watery conditions and a notoriously difficult leading lady. This thriller is relatively exciting, even though it's not perfect. Max is exceedingly goofy, and some of the sequences try to recreate Hitchcock's slow rhythm. If you do like Hitchcock flicks, this is a good one to compare them to."
